Id,Expected,Weight,Usage
343277,unrelated,0.0625,Private
343276,agreed,0.06666666666666667,Private
343279,unrelated,0.0625,Public
343278,unrelated,0.0625,Private
349659,unrelated,0.0625,Public
349658,unrelated,0.0625,Private
347961,agreed,0.06666666666666667,Private
347960,agreed,0.06666666666666667,Private
347963,unrelated,0.0625,Private
347962,unrelated,0.0625,Public
347965,unrelated,0.0625,Private
347964,unrelated,0.0625,Public
347967,unrelated,0.0625,Public
347966,unrelated,0.0625,Private
347969,unrelated,0.0625,Private
347968,unrelated,0.0625,Private
335995,disagreed,0.2,Public
335994,unrelated,0.0625,Private
335997,unrelated,0.0625,Public
335996,unrelated,0.0625,Private
335991,disagreed,0.2,Private
335990,disagreed,0.2,Private
335993,unrelated,0.0625,Private
335992,disagreed,0.2,Public
335999,unrelated,0.0625,Public
335998,unrelated,0.0625,Public
351968,agreed,0.06666666666666667,Private
351969,agreed,0.06666666666666667,Public
351962,agreed,0.06666666666666667,Private
351963,agreed,0.06666666666666667,Public
351960,agreed,0.06666666666666667,Private
351961,agreed,0.06666666666666667,Public
351966,agreed,0.06666666666666667,Public
351967,agreed,0.06666666666666667,Private
351964,agreed,0.06666666666666667,Public
351965,agreed,0.06666666666666667,Private
341066,unrelated,0.0625,Private
341067,unrelated,0.0625,Private
341064,unrelated,0.0625,Private
341065,unrelated,0.0625,Private
341062,unrelated,0.0625,Public
341063,unrelated,0.0625,Public
341060,unrelated,0.0625,Private
341061,unrelated,0.0625,Private
341068,unrelated,0.0625,Public
341069,unrelated,0.0625,Public
347385,agreed,0.06666666666666667,Private
347384,agreed,0.06666666666666667,Public
360469,agreed,0.06666666666666667,Public
360468,agreed,0.06666666666666667,Private
347381,agreed,0.06666666666666667,Private
347380,unrelated,0.0625,Public
334114,unrelated,0.0625,Private
347382,agreed,0.06666666666666667,Private
360463,agreed,0.06666666666666667,Private
360462,agreed,0.06666666666666667,Private
360461,agreed,0.06666666666666667,Public
360460,agreed,0.06666666666666667,Private
360467,agreed,0.06666666666666667,Public
360466,unrelated,0.0625,Private
339197,unrelated,0.0625,Private
360464,agreed,0.06666666666666667,Public
338822,agreed,0.06666666666666667,Public
338823,agreed,0.06666666666666667,Private
338820,agreed,0.06666666666666667,Public
338821,agreed,0.06666666666666667,Public
338826,agreed,0.06666666666666667,Private
338827,agreed,0.06666666666666667,Private
338824,agreed,0.06666666666666667,Public
338825,agreed,0.06666666666666667,Public
344726,unrelated,0.0625,Private
344727,unrelated,0.0625,Private
344724,unrelated,0.0625,Public
344725,unrelated,0.0625,Private
344722,unrelated,0.0625,Public
344723,unrelated,0.0625,Private
344720,unrelated,0.0625,Public
344721,unrelated,0.0625,Private
333764,unrelated,0.0625,Public
333765,unrelated,0.0625,Public
333766,unrelated,0.0625,Public
333767,unrelated,0.0625,Private
333760,unrelated,0.0625,Private
333761,unrelated,0.0625,Public
333762,unrelated,0.0625,Private
333763,agreed,0.06666666666666667,Private
333768,agreed,0.06666666666666667,Public
333769,agreed,0.06666666666666667,Private
346388,unrelated,0.0625,Private
346389,unrelated,0.0625,Private
346386,unrelated,0.0625,Private
346387,unrelated,0.0625,Private
346384,unrelated,0.0625,Public
346385,unrelated,0.0625,Private
346382,unrelated,0.0625,Public
346383,unrelated,0.0625,Public
346380,unrelated,0.0625,Private
346381,unrelated,0.0625,Public
347039,unrelated,0.0625,Private
347038,unrelated,0.0625,Private
347037,unrelated,0.0625,Public
347036,unrelated,0.0625,Public
331694,unrelated,0.0625,Private
331695,agreed,0.06666666666666667,Public
331692,unrelated,0.0625,Public
331693,unrelated,0.0625,Public
331690,unrelated,0.0625,Public
331691,unrelated,0.0625,Private
342607,agreed,0.06666666666666667,Public
342606,agreed,0.06666666666666667,Private
342605,agreed,0.06666666666666667,Private
342604,unrelated,0.0625,Public
342603,unrelated,0.0625,Private
342602,agreed,0.06666666666666667,Private
342601,agreed,0.06666666666666667,Public
342600,unrelated,0.0625,Public
353959,agreed,0.06666666666666667,Private
342609,agreed,0.06666666666666667,Public
342608,unrelated,0.0625,Public
334286,agreed,0.06666666666666667,Private
345899,unrelated,0.0625,Public
345898,unrelated,0.0625,Private
345897,unrelated,0.0625,Private
345896,unrelated,0.0625,Private
345895,unrelated,0.0625,Public
345894,unrelated,0.0625,Public
345893,unrelated,0.0625,Public
345892,unrelated,0.0625,Public
345891,unrelated,0.0625,Private
345890,unrelated,0.0625,Public
339443,unrelated,0.0625,Public
339442,unrelated,0.0625,Private
339441,unrelated,0.0625,Public
339440,unrelated,0.0625,Public
332411,agreed,0.06666666666666667,Public
332410,agreed,0.06666666666666667,Public
339445,unrelated,0.0625,Public
332412,agreed,0.06666666666666667,Private
339449,agreed,0.06666666666666667,Public
339448,agreed,0.06666666666666667,Public
332419,unrelated,0.0625,Public
332418,unrelated,0.0625,Private
338310,unrelated,0.0625,Private
338311,unrelated,0.0625,Public
338312,unrelated,0.0625,Public
338313,unrelated,0.0625,Public
338314,unrelated,0.0625,Public
338315,agreed,0.06666666666666667,Private
338316,unrelated,0.0625,Public
338317,unrelated,0.0625,Public
338318,unrelated,0.0625,Public
338319,unrelated,0.0625,Private
359348,unrelated,0.0625,Private
359349,unrelated,0.0625,Public
330127,unrelated,0.0625,Private
330126,disagreed,0.2,Private
330125,unrelated,0.0625,Private
330124,unrelated,0.0625,Public
359342,agreed,0.06666666666666667,Public
359343,agreed,0.06666666666666667,Private
359340,unrelated,0.0625,Public
359341,unrelated,0.0625,Private
335008,unrelated,0.0625,Public
348529,agreed,0.06666666666666667,Public
359698,unrelated,0.0625,Private
359699,unrelated,0.0625,Public
361084,agreed,0.06666666666666667,Private
359690,disagreed,0.2,Public
359691,disagreed,0.2,Public
359692,disagreed,0.2,Private
359693,disagreed,0.2,Public
359694,disagreed,0.2,Private
359695,unrelated,0.0625,Public
359696,disagreed,0.2,Private
359697,unrelated,0.0625,Private
323211,unrelated,0.0625,Public
323210,unrelated,0.0625,Public
323213,unrelated,0.0625,Public
323212,unrelated,0.0625,Public
323215,unrelated,0.0625,Public
323214,unrelated,0.0625,Private
323217,unrelated,0.0625,Public
323216,unrelated,0.0625,Public
323219,unrelated,0.0625,Public
323218,unrelated,0.0625,Private
335002,unrelated,0.0625,Public
325329,unrelated,0.0625,Public
325328,unrelated,0.0625,Public
328539,agreed,0.06666666666666667,Public
328538,agreed,0.06666666666666667,Public
325323,unrelated,0.0625,Private
325322,unrelated,0.0625,Public
325321,unrelated,0.0625,Public
325320,unrelated,0.0625,Private
325327,unrelated,0.0625,Public
325326,unrelated,0.0625,Private
325325,unrelated,0.0625,Private
325324,unrelated,0.0625,Private
346816,unrelated,0.0625,Private
341206,unrelated,0.0625,Public
336408,disagreed,0.2,Private
336409,unrelated,0.0625,Public
326599,unrelated,0.0625,Public
326598,agreed,0.06666666666666667,Public
346810,agreed,0.06666666666666667,Private
346811,unrelated,0.0625,Public
336402,disagreed,0.2,Public
326594,unrelated,0.0625,Private
336400,unrelated,0.0625,Public
336401,unrelated,0.0625,Public
326591,agreed,0.06666666666666667,Private
326590,agreed,0.06666666666666667,Private
326593,unrelated,0.0625,Public
326592,unrelated,0.0625,Public
341205,unrelated,0.0625,Public
341202,unrelated,0.0625,Private
341203,unrelated,0.0625,Public
341200,unrelated,0.0625,Public
341201,agreed,0.06666666666666667,Public
322521,unrelated,0.0625,Public
358569,unrelated,0.0625,Private
334922,agreed,0.06666666666666667,Private
334921,unrelated,0.0625,Private
334920,agreed,0.06666666666666667,Public
334927,unrelated,0.0625,Private
334926,unrelated,0.0625,Public
334925,unrelated,0.0625,Private
334924,agreed,0.06666666666666667,Private
358561,unrelated,0.0625,Public
333676,unrelated,0.0625,Public
334929,unrelated,0.0625,Private
334928,unrelated,0.0625,Private
358565,agreed,0.06666666666666667,Private
358564,agreed,0.06666666666666667,Private
358567,agreed,0.06666666666666667,Public
346259,unrelated,0.0625,Public
341208,agreed,0.06666666666666667,Public
341209,agreed,0.06666666666666667,Public
331124,unrelated,0.0625,Private
331125,unrelated,0.0625,Private
336945,unrelated,0.0625,Public
347127,agreed,0.06666666666666667,Private
322678,unrelated,0.0625,Public
322679,unrelated,0.0625,Private
347126,agreed,0.06666666666666667,Private
322670,unrelated,0.0625,Private
322671,unrelated,0.0625,Public
322672,unrelated,0.0625,Private
322673,unrelated,0.0625,Public
322674,unrelated,0.0625,Private
322675,unrelated,0.0625,Private
322676,unrelated,0.0625,Private
322677,unrelated,0.0625,Private
358153,unrelated,0.0625,Private
347123,unrelated,0.0625,Public
358154,unrelated,0.0625,Public
347122,agreed,0.06666666666666667,Private
358155,unrelated,0.0625,Public
327248,unrelated,0.0625,Public
327249,unrelated,0.0625,Public
327242,unrelated,0.0625,Private
327243,unrelated,0.0625,Public
327240,unrelated,0.0625,Public
327241,unrelated,0.0625,Private
327246,disagreed,0.2,Public
327247,unrelated,0.0625,Private
327244,unrelated,0.0625,Public
327245,unrelated,0.0625,Private
322582,unrelated,0.0625,Public
329375,agreed,0.06666666666666667,Public
329376,agreed,0.06666666666666667,Public
329377,unrelated,0.0625,Private
329370,unrelated,0.0625,Public
329371,unrelated,0.0625,Private
329372,unrelated,0.0625,Private
322585,unrelated,0.0625,Public
331128,unrelated,0.0625,Private
322588,unrelated,0.0625,Public
322589,unrelated,0.0625,Public
329378,unrelated,0.0625,Public
329379,agreed,0.06666666666666667,Public
347128,agreed,0.06666666666666667,Private
324531,agreed,0.06666666666666667,Public
324530,agreed,0.06666666666666667,Public
324533,agreed,0.06666666666666667,Public
324532,agreed,0.06666666666666667,Private
324535,unrelated,0.0625,Private
324534,unrelated,0.0625,Private
324537,agreed,0.06666666666666667,Public
324536,agreed,0.06666666666666667,Public
324539,agreed,0.06666666666666667,Public
324538,agreed,0.06666666666666667,Public
360812,unrelated,0.0625,Private
360813,unrelated,0.0625,Public
360810,unrelated,0.0625,Public
360811,unrelated,0.0625,Public
360816,unrelated,0.0625,Private
360817,unrelated,0.0625,Private
360814,unrelated,0.0625,Public
360815,unrelated,0.0625,Private
360818,unrelated,0.0625,Private
360819,unrelated,0.0625,Private
340186,agreed,0.06666666666666667,Public
334285,agreed,0.06666666666666667,Public
344363,agreed,0.06666666666666667,Private
340187,agreed,0.06666666666666667,Public
323989,agreed,0.06666666666666667,Private
323988,agreed,0.06666666666666667,Public
323981,agreed,0.06666666666666667,Public
323980,agreed,0.06666666666666667,Public
323983,agreed,0.06666666666666667,Private
323982,unrelated,0.0625,Public
323985,unrelated,0.0625,Public
323984,agreed,0.06666666666666667,Public
323987,agreed,0.06666666666666667,Public
323986,unrelated,0.0625,Public
322205,agreed,0.06666666666666667,Private
322204,unrelated,0.0625,Private
322207,agreed,0.06666666666666667,Private
352127,unrelated,0.0625,Private
352126,unrelated,0.0625,Public
352125,agreed,0.06666666666666667,Public
352124,agreed,0.06666666666666667,Private
352123,unrelated,0.0625,Private
352122,agreed,0.06666666666666667,Private
352121,unrelated,0.0625,Private
352120,agreed,0.06666666666666667,Private
322201,agreed,0.06666666666666667,Private
352129,agreed,0.06666666666666667,Public
356522,agreed,0.06666666666666667,Private
356521,unrelated,0.0625,Public
325668,agreed,0.06666666666666667,Public
325669,agreed,0.06666666666666667,Public
325666,agreed,0.06666666666666667,Private
325667,agreed,0.06666666666666667,Public
325664,agreed,0.06666666666666667,Private
325665,agreed,0.06666666666666667,Private
325662,agreed,0.06666666666666667,Public
325663,agreed,0.06666666666666667,Private
325660,agreed,0.06666666666666667,Private
325661,agreed,0.06666666666666667,Public
356862,unrelated,0.0625,Public
329138,unrelated,0.0625,Private
356863,unrelated,0.0625,Private
329139,unrelated,0.0625,Public
358020,unrelated,0.0625,Private
356860,disagreed,0.2,Public
360100,unrelated,0.0625,Private
360101,unrelated,0.0625,Private
360102,unrelated,0.0625,Private
360103,unrelated,0.0625,Private
360104,unrelated,0.0625,Private
360105,unrelated,0.0625,Private
360106,unrelated,0.0625,Private
360107,agreed,0.06666666666666667,Public
360108,unrelated,0.0625,Private
360109,unrelated,0.0625,Public
356867,unrelated,0.0625,Public
353739,agreed,0.06666666666666667,Public
356864,unrelated,0.0625,Private
353738,agreed,0.06666666666666667,Private
358841,unrelated,0.0625,Private
356868,unrelated,0.0625,Public
356869,unrelated,0.0625,Private
353818,unrelated,0.0625,Public
348415,agreed,0.06666666666666667,Private
353731,unrelated,0.0625,Private
348416,agreed,0.06666666666666667,Public
353730,unrelated,0.0625,Public
348417,unrelated,0.0625,Public
354402,unrelated,0.0625,Public
354403,unrelated,0.0625,Public
354400,unrelated,0.0625,Public
354401,unrelated,0.0625,Public
354406,unrelated,0.0625,Private
354407,unrelated,0.0625,Public
354404,unrelated,0.0625,Public
354405,unrelated,0.0625,Private
354408,unrelated,0.0625,Public
354409,unrelated,0.0625,Public
358950,unrelated,0.0625,Public
358951,agreed,0.06666666666666667,Private
358952,unrelated,0.0625,Public
358953,unrelated,0.0625,Public
358954,unrelated,0.0625,Private
358955,agreed,0.06666666666666667,Private
358956,unrelated,0.0625,Public
358957,agreed,0.06666666666666667,Private
358958,agreed,0.06666666666666667,Private
358959,unrelated,0.0625,Private
356936,agreed,0.06666666666666667,Public
356937,agreed,0.06666666666666667,Public
356930,unrelated,0.0625,Private
356931,unrelated,0.0625,Private
356932,unrelated,0.0625,Private
356933,unrelated,0.0625,Public
343312,unrelated,0.0625,Private
348722,unrelated,0.0625,Private
348723,unrelated,0.0625,Public
348720,unrelated,0.0625,Public
348721,agreed,0.06666666666666667,Public
348726,unrelated,0.0625,Private
348727,unrelated,0.0625,Public
348724,unrelated,0.0625,Public
348725,unrelated,0.0625,Private
348728,disagreed,0.2,Public
348729,unrelated,0.0625,Private
349093,unrelated,0.0625,Public
349092,unrelated,0.0625,Private
349091,unrelated,0.0625,Public
349090,unrelated,0.0625,Public
349097,unrelated,0.0625,Private
349096,unrelated,0.0625,Public
349095,unrelated,0.0625,Public
349094,agreed,0.06666666666666667,Private
349099,unrelated,0.0625,Public
349098,unrelated,0.0625,Public
323156,unrelated,0.0625,Public
323157,unrelated,0.0625,Public
323154,unrelated,0.0625,Private
323155,unrelated,0.0625,Private
323152,unrelated,0.0625,Private
323153,unrelated,0.0625,Public
323150,unrelated,0.0625,Public
323151,unrelated,0.0625,Private
323158,unrelated,0.0625,Public
323159,unrelated,0.0625,Public
350899,unrelated,0.0625,Private
350898,unrelated,0.0625,Private
350891,agreed,0.06666666666666667,Public
350890,unrelated,0.0625,Private
350893,unrelated,0.0625,Public
350892,agreed,0.06666666666666667,Public
350895,unrelated,0.0625,Public
350894,unrelated,0.0625,Private
350897,unrelated,0.0625,Private
350896,unrelated,0.0625,Private
357322,unrelated,0.0625,Public
357323,unrelated,0.0625,Public
357320,unrelated,0.0625,Public
357321,unrelated,0.0625,Public
357326,unrelated,0.0625,Private
357327,unrelated,0.0625,Private
357324,unrelated,0.0625,Private
357325,unrelated,0.0625,Public
352941,unrelated,0.0625,Private
352940,unrelated,0.0625,Public
357328,unrelated,0.0625,Public
357329,unrelated,0.0625,Public
352945,unrelated,0.0625,Private
352944,unrelated,0.0625,Public
352947,unrelated,0.0625,Public
352946,unrelated,0.0625,Private
331458,unrelated,0.0625,Public
331459,unrelated,0.0625,Public
331454,unrelated,0.0625,Private
331455,unrelated,0.0625,Private
331456,disagreed,0.2,Public
331457,unrelated,0.0625,Private
331450,unrelated,0.0625,Private
331451,unrelated,0.0625,Public
331452,unrelated,0.0625,Public
331453,unrelated,0.0625,Public
335528,unrelated,0.0625,Public
335529,disagreed,0.2,Private
335524,unrelated,0.0625,Private
335525,unrelated,0.0625,Private
335526,disagreed,0.2,Public
335527,disagreed,0.2,Private
335520,unrelated,0.0625,Public
335521,disagreed,0.2,Private
335522,unrelated,0.0625,Private
335523,unrelated,0.0625,Private
332846,agreed,0.06666666666666667,Private
332847,agreed,0.06666666666666667,Public
332844,unrelated,0.0625,Public
332845,unrelated,0.0625,Private
332842,unrelated,0.0625,Public
332843,unrelated,0.0625,Private
357810,unrelated,0.0625,Private
357811,unrelated,0.0625,Private
357812,unrelated,0.0625,Public
357813,unrelated,0.0625,Private
357814,unrelated,0.0625,Private
357815,unrelated,0.0625,Public
357816,unrelated,0.0625,Private
357817,unrelated,0.0625,Private
357818,unrelated,0.0625,Public
357819,unrelated,0.0625,Private
339813,unrelated,0.0625,Public
327389,unrelated,0.0625,Public
327388,unrelated,0.0625,Public
330329,unrelated,0.0625,Private
330328,unrelated,0.0625,Private
330325,unrelated,0.0625,Public
330324,unrelated,0.0625,Public
330327,unrelated,0.0625,Public
330326,unrelated,0.0625,Private
330321,unrelated,0.0625,Public
330320,unrelated,0.0625,Public
330323,unrelated,0.0625,Public
330322,unrelated,0.0625,Public
359294,unrelated,0.0625,Public
359295,agreed,0.06666666666666667,Public
359296,unrelated,0.0625,Private
359297,agreed,0.06666666666666667,Public
359290,agreed,0.06666666666666667,Public
359291,unrelated,0.0625,Public
337605,unrelated,0.0625,Public
359293,unrelated,0.0625,Private
352488,unrelated,0.0625,Public
351308,unrelated,0.0625,Private
351309,unrelated,0.0625,Public
343828,agreed,0.06666666666666667,Private
343829,agreed,0.06666666666666667,Public
343824,agreed,0.06666666666666667,Private
343825,agreed,0.06666666666666667,Private
343826,agreed,0.06666666666666667,Public
343827,agreed,0.06666666666666667,Public
343820,agreed,0.06666666666666667,Public
351307,unrelated,0.0625,Private
343822,agreed,0.06666666666666667,Public
351305,unrelated,0.0625,Public
355418,unrelated,0.0625,Public
355419,unrelated,0.0625,Private
355412,unrelated,0.0625,Public
355413,agreed,0.06666666666666667,Private
355410,unrelated,0.0625,Private
355411,unrelated,0.0625,Public
355416,unrelated,0.0625,Private
355417,unrelated,0.0625,Private
355414,unrelated,0.0625,Private
355415,unrelated,0.0625,Public
329257,unrelated,0.0625,Public
333144,agreed,0.06666666666666667,Private
333145,unrelated,0.0625,Private
333146,unrelated,0.0625,Private
333147,unrelated,0.0625,Private
333140,unrelated,0.0625,Public
333141,unrelated,0.0625,Public
333142,unrelated,0.0625,Private
333143,unrelated,0.0625,Private
333148,unrelated,0.0625,Private
333149,unrelated,0.0625,Public
332891,unrelated,0.0625,Public
332890,unrelated,0.0625,Private
332893,unrelated,0.0625,Private
332892,unrelated,0.0625,Private
332895,unrelated,0.0625,Public
332894,unrelated,0.0625,Public
332897,unrelated,0.0625,Private
332896,unrelated,0.0625,Public
332899,unrelated,0.0625,Private
332898,unrelated,0.0625,Public
342067,unrelated,0.0625,Public
342066,unrelated,0.0625,Public
342065,unrelated,0.0625,Private
345289,unrelated,0.0625,Private
342063,unrelated,0.0625,Public
342062,unrelated,0.0625,Public
342061,unrelated,0.0625,Public
342060,unrelated,0.0625,Private
345282,unrelated,0.0625,Public
345283,unrelated,0.0625,Private
345280,unrelated,0.0625,Private
345281,unrelated,0.0625,Public
345286,unrelated,0.0625,Public
345287,unrelated,0.0625,Public
345284,unrelated,0.0625,Public
345285,unrelated,0.0625,Private
346957,agreed,0.06666666666666667,Private
346956,agreed,0.06666666666666667,Public
346955,unrelated,0.0625,Private
346954,agreed,0.06666666666666667,Public
346953,unrelated,0.0625,Public
346952,agreed,0.06666666666666667,Public
346951,agreed,0.06666666666666667,Public
346950,agreed,0.06666666666666667,Public
346959,unrelated,0.0625,Public
346958,agreed,0.06666666666666667,Public
344887,agreed,0.06666666666666667,Public
344886,agreed,0.06666666666666667,Public
344885,agreed,0.06666666666666667,Public
344884,agreed,0.06666666666666667,Private
344883,agreed,0.06666666666666667,Public
344882,agreed,0.06666666666666667,Public
344881,agreed,0.06666666666666667,Private
344880,agreed,0.06666666666666667,Private
344889,agreed,0.06666666666666667,Private
344888,agreed,0.06666666666666667,Public
329172,agreed,0.06666666666666667,Private
329173,unrelated,0.0625,Private
329170,unrelated,0.0625,Public
342392,agreed,0.06666666666666667,Private
329176,unrelated,0.0625,Private
342394,agreed,0.06666666666666667,Public
342397,unrelated,0.0625,Public
329175,unrelated,0.0625,Private
342399,agreed,0.06666666666666667,Public
